Galaxy wrapper id	Galaxy tool ids	Description	bio.tool id	bio.tool name	bio.tool description	EDAM operation	EDAM topic	Status	Source	ToolShed categories	ToolShed id	Galaxy wrapper owner	Galaxy wrapper source	Galaxy wrapper version	Conda id	Conda version
blockbuster	blockbuster	Blockbuster detects blocks of overlapping reads using a gaussian-distribution approach.						To update	http://hoffmann.bioinf.uni-leipzig.de/LIFE/blockbuster.html	RNA, Sequence Analysis	blockbuster	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/blockbuster	0.1.2	blockbuster	0.0.1.1
canu	canu	Canu is a hierarchical assembly pipeline designed for high-noise single-molecule sequencing (such as the PacBio RS II/Sequel or Oxford Nanopore MinION).	canu	CANU	De-novo assembly tool for long read chemistry like Nanopore data and PacBio data.	De-novo assembly	Genomics	Up-to-date	https://github.com/marbl/canu		canu	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/canu	2.2	canu	2.2
cellprofiler	cp_cellprofiler, cp_color_to_gray, cp_convert_objects_to_image, cp_display_data_on_image, cp_enhance_or_suppress_features, cp_export_to_spreadsheet, cp_gray_to_color, cp_identify_primary_objects, cp_image_math, cp_mask_image, cp_measure_granularity, cp_measure_image_area_occupied, cp_measure_image_intensity, cp_measure_image_quality, cp_measure_object_intensity, cp_measure_object_size_shape, cp_measure_texture, cp_overlay_outlines, cp_relate_objects, cp_save_images, cp_common, cp_tile, cp_track_objects	cellProfiler wrapper	CellProfiler	CellProfiler	Tool for quantifying data from biological images, particularly in high-throughput experiments.	Quantification, Image analysis, Parsing	Imaging, Microarray experiment, Genotype and phenotype	To update		Imaging	cellprofiler	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools			
cellprofiler_v4	cp_cellprofiler4	cellProfiler4 wrapper						To update		Imaging	cellprofiler4	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools	4.2.6		
chipseeker	chipseeker	A tool for ChIP peak annotation and visualization						To update	https://bioconductor.org/packages/release/bioc/html/ChIPseeker.html	ChIP-seq, Genome annotation	chipseeker	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/chipseeker	1.32.0	bioconductor-chipseeker	1.36.0
circexplorer	circexplorer	A combined strategy to identify circular RNAs (circRNAs and ciRNAs)						To update	https://github.com/YangLab/CIRCexplorer	Sequence Analysis, RNA	circexplorer	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/circexplorer	1.1.9.0	circexplorer	1.1.10
combine_metaphlan_humann	combine_metaphlan_humann	Combine MetaPhlAn2 and HUMAnN2 outputs to relate genus/species abundances and gene families/pathways abundances	combine_metaphlan_and_humann	Combine Metaphlan and HUMAnN	"""This tool combine MetaPhlAn outputs and HUMANnN outputs."" - Galaxy tool wrapper"	Aggregation	Metagenomics, Molecular interactions, pathways and networks	To update		Metagenomics	combine_metaphlan2_humann2	bebatut	https://github.com/bgruening/galaxytools/tree/master/tools/combine_metaphlan2_humann2	0.3.0	python	
compare_humann2_output	compare_humann2_output	Compare outputs of HUMAnN2 for several samples and extract similar and specific information	compare_humann2_outputs	Compare HUMAnN2 outputs	"""This tool compare HUMANnN2 outputs with gene families or pathways and their relative abundances between several samples."" - Galaxy tool wrapper"	Comparison	Metagenomics, Gene and protein families	To update		Metagenomics	compare_humann2_output	bebatut	https://github.com/bgruening/galaxytools/tree/master/tools/compare_humann2_output	0.2.0		
cpat	cpat	Coding-potential assessment tool using an alignment-free logistic regression model.						Up-to-date	https://github.com/liguowang/cpat	Transcriptomics	cpat	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/cpat	3.0.4	cpat	3.0.4
crt	crispr_recognition_tool	CRISPR Recognition Tool						To update		Sequence Analysis	crispr_recognition_tool	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/crt	1.2.0	crisper_recognition_tool	1.2
diff	diff	GNU diff tool that calculates the differences between two files.						To update	http://www.gnu.org/software/diffutils/	Text Manipulation	diff	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/diff	3.7	diffutils	
diffbind		Diffbind provides functions for  processing  ChIP-Seq  data.						To update	http://bioconductor.org/packages/release/bioc/html/DiffBind.html	ChIP-seq	diffbind	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/diffbind			
edta	edta	The EDTA package was designed to filter out false discoveries in raw TE candidates and generate a high-quality non-redundant TE library for whole-genome TE annotations. 	edta	The Extensive de novo TE Annotator (EDTA)	The EDTA package was designed to filter out false discoveries in raw TE candidates and generate a high-quality non-redundant TE library for whole-genome TE annotations. Selection of initial search programs were based on benckmarkings on the annotation performance using a manually curated TE library in the rice genome.	De-novo assembly, Deisotoping, Genome annotation	Workflows, Mobile genetic elements, Plant biology, Transcription factors and regulatory sites, Model organisms	To update	https://github.com/oushujun/EDTA	Variant Analysis	edta	bgruening	https://github.com/galaxyproject/tools-iuc/tree/master/tools/edta		edta	2.1.0
epicseg	epicseg_segment	EpiCSeg is a tool for conducting chromatin segmentation.						To update	https://github.com/lamortenera/epicseg	Epigenetics	epicseg	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/epicseg	@VERSION_STRING@	epicseg	1.0
fastq_info	fastq_info	FASTQ info allows to validate single or paired fastq files						To update	https://github.com/nunofonseca/fastq_utils	Fastq Manipulation	fastq_info	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/fastq_info	0.25.1	fastq_utils	0.25.2
file_manipulation	bg_uniq	This tool returns all unique lines from a tab-separated file.						To update	https://github.com/bgruening/galaxytools/tree/master/tools/file_manipulation	Text Manipulation	unique	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/file_manipulation	0.4	python	
find_subsequences	bg_find_subsequences							To update			find_subsequences	bgruening		0.3	biopython	1.70
flye	flye	Assembly of long and error-prone reads.						To update	https://github.com/fenderglass/Flye/	Assembly	flye	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/flye	2.9.1	flye	2.9.3
footprint	footprint	Find transcription factor footprints						To update	https://ohlerlab.mdc-berlin.de/software/Reproducible_footprinting_139/	Epigenetics	footprint	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/footprint	1.0.0	footprint	1.0.1
format_cd_hit_output	format_cd_hit_output	Format CD-hit output to rename representative sequences with cluster name and/or extract distribution inside clusters given a mapping file						To update		Fasta Manipulation	format_cd_hit_output	bebatut	https://github.com/bgruening/galaxytools/tree/master/tools/format_cd_hit_output/	1.0.0+galaxy1		
format_metaphlan2_output	format_metaphlan2_output	Format MetaPhlAn2 output to extract abundance at different taxonomic levels	format_metaphlan2_output	Format metaphlan2 output	"""This tool format output file of MetaPhlan2 containing community content (abundance) at all taxonomic levels (from kingdom to strains)."" - Galaxy tool wrapper"	Formatting	Taxonomy, Metagenomics	To update		Metagenomics	format_metaphlan2_output	bebatut	https://github.com/bgruening/galaxytools/tree/master/tools/format_metaphlan2_output/	0.2.0		
gfastats	gfastats	Tool for generating sequence statistics and simultaneous genome assembly file manipulation.	gfastats	gfastats	gfastats is a single fast and exhaustive tool for summary statistics and simultaneous genome assembly file manipulation. gfastats also allows seamless fasta/fastq/gfa conversion.	Data handling	Computational biology	Up-to-date	https://github.com/vgl-hub/gfastats	Sequence Analysis	gfastats	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/gfastats	1.3.6	gfastats	1.3.6
glimmer_hmm		GlimmerHMM is a new gene finder based on a Generalized Hidden Markov Model (GHMM)						To update	https://ccb.jhu.edu/software/glimmerhmm/	Sequence Analysis	glimmer_hmm	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/glimmer_hmm			
gotohscan	rbc_gotohscan	Find subsequences in db						To update		Sequence Analysis	gotohscan	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/gotohscan	1.3.0	gotohscan	1.3
graph_converter	graph_converter	Convert between different graph formats						To update		Convert Formats	graph_converter	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/graph_converter	0.1.0		
graphclust	graphclust	GraphClust can be used for structural clustering of RNA sequences.						To update	http://www.bioinf.uni-freiburg.de/Software/GraphClust/	RNA	graphclust	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/graphclust	0.1	GraphClust	
graphmap	graphmap_align, graphmap_overlap	Mapper for long, error-prone reads.						To update	https://github.com/isovic/graphmap/	Assembly	graphmap	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/graphmap	0.5.2	graphmap	0.6.3
hclust2	hclust2	Plots heatmaps						To update	https://bitbucket.org/nsegata/hclust2/	Data Visualization	hclust2	rnateam	https://github.com/yuanbit/galaxytools/tree/hclust2/tools/hclust2	0.99	hclust2	1.0.0
hicup	hicup2juicer, hicup_deduplicator, hicup_digester, hicup_filter, hicup_hicup, hicup_mapper, hicup_truncater	The HiCUP-Pipeline from the Bioinformatics Babraham Institute.						To update	https://www.bioinformatics.babraham.ac.uk/projects/hicup/read_the_docs/html/index.html	Epigenetics	hicup	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/hicup	0.9.2		
hifiasm	hifiasm	A fast haplotype-resolved de novo assembler						Up-to-date	https://github.com/chhylp123/hifiasm	Assembly	hifiasm	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/hifiasm	0.19.8	hifiasm	0.19.8
homer		Software for motif discovery and next generation sequencing analysis.						To update	http://homer.salk.edu/homer/	Sequence Analysis	homer	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/homer			
illumina_methylation_analyser	illumina_methylation_analyser	Methylation analyzer for Illumina 450k DNA emthylation microarrays						To update	https://github.com/bgruening/galaxytools/tree/master/tools/illumina_methylation_analyser	Sequence Analysis	illumina_methylation_analyser	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/illumina_methylation_analyser	0.1	Rscript	
bia-ftplinks	bia_download	Tool to query ftp links for study from bioimage archive						To update		Imaging	bia_download	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools	0.1.0	wget	
graphicsmagick	graphicsmagick_image_convert, graphicsmagick_image_montage	Contains tools based on GraphicsMagick						To update	http://www.graphicsmagick.org	Imaging	graphicsmagick	bgruening	https://github.com/bgruening/galaxytools/new/gm/tools/image_processing/image_processing/	1.3.31	graphicsmagick	1.3.26
imagej2	imagej2_adjust_threshold_binary, imagej2_analyze_particles_binary, imagej2_analyze_skeleton, imagej2_binary_to_edm, imagej2_bunwarpj_adapt_transform, imagej2_bunwarpj_align, imagej2_bunwarpj_compare_elastic, imagej2_bunwarpj_compare_elastic_raw, imagej2_bunwarpj_compare_raw, imagej2_bunwarpj_compose_elastic, imagej2_bunwarpj_compose_raw, imagej2_bunwarpj_compose_raw_elastic, imagej2_bunwarpj_convert_to_raw, imagej2_bunwarpj_elastic_transform, imagej2_bunwarpj_raw_transform, imagej2_create_image, imagej2_enhance_contrast, imagej2_find_edges, imagej2_find_maxima, imagej2_make_binary, imagej2_math, imagej2_noise, imagej2_shadows, imagej2_sharpen, imagej2_skeletonize3d, imagej2_smooth, imagej2_watershed_binary	ImageJ2 is a new version of ImageJ for the next generation of multidimensionalimage data, with a focus on scientific imaging.	imagej	ImageJ2	It is a public domain Java image processing program, which was designed with an open architecture. Custom acquisition, analysis and processing plugins can be developed using ImageJ’s built-in editor and a Java compiler. User-written plugins make it possible to solve many image processing and analysis problems, from three-dimensional live-cell imaging, to radiological image processing, multiple imaging system data comparisons to automated hematology systems.	Image analysis, Image annotation, Visualisation	Imaging	To update	http://fiji.sc	Imaging	imagej2	imgteam	https://github.com/bgruening/galaxytools/tree/master/tools/image_processing/imagej2			
instagraal	instagraal	Large genome reassembly based on Hi-C data	instagraal	instaGRAAL	Chromosome-level quality scaffolding of brown algal genomes using InstaGRAAL.Large genome reassembly based on Hi-C data, continuation of GRAAL.Large genome reassembly based on Hi-C data (continuation and partial rewrite of GRAAL) and post-scaffolding polishing libraries.This work is under continuous development/improvement - see GRAAL for information about the basic principles.sudo pip3 install -e git+https://github.com/koszullab/instagraal.git@master#egg=instagraal.Note to OS X users: There is currently no CUDA support on Mojave (10.14) and it is unclear when it is going to be added, if it is to be added at all. This means instaGRAAL (or indeed any CUDA-based application) will not work on Mojave. If you wish to run it on OS X, the only solution for now is to downgrade to High Sierra (10.13)	Genome assembly, Mapping assembly, Genetic mapping, Scaffolding	Sequence assembly, Mapping, Metagenomics, Statistics and probability, DNA binding sites	To update	https://github.com/koszullab/instaGRAAL	Assembly	instagraal	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/instagraal	0.1.6		
iprscan5		Interproscan queries the interpro database and provides annotations.						To update	http://www.ebi.ac.uk/Tools/pfa/iprscan5/	Sequence Analysis	iprscan5	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/iprscan5			
itsx	itsx	ITSx is an open source software utility to extract the highly variable ITS1 and ITS2 subregions from ITS sequences.	ITSx	ITSx	TSx is an open source software utility to extract the highly variable ITS1 and ITS2 subregions from ITS sequences, which is commonly used as a molecular barcode for e.g. fungi. As the inclusion of parts of the neighbouring, very conserved, ribosomal genes (SSU, 5S and LSU rRNA sequences) in the sequence identification process can lead to severely misleading results, ITSx identifies and extracts only the ITS regions themselves.	Sequence feature detection	Functional, regulatory and non-coding RNA, Microbiology	Up-to-date	https://microbiology.se/software/itsx/	Metagenomics	itsx	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/itsx	1.1.3	itsx	1.1.3
